20,EMP00020,Employee,Name20,emp20@store.com,+91-987000020,2025-09-22,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
21,EMP00021,Employee,Name21,emp21@store.com,+91-987000021,2025-08-23,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
22,EMP00022,Employee,Name22,emp22@store.com,+91-987000022,2025-02-04,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
23,EMP00023,Employee,Name23,emp23@store.com,+91-987000023,2024-02-13,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
24,EMP00024,Employee,Name24,emp24@store.com,+91-987000024,2024-08-30,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
25,EMP00025,Employee,Name25,emp25@store.com,+91-987000025,2024-09-17,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
26,EMP00026,Employee,Name26,emp26@store.com,+91-987000026,2025-12-01,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
27,EMP00027,Employee,Name27,emp27@store.com,+91-987000027,2025-02-09,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
28,EMP00028,Employee,Name28,emp28@store.com,+91-987000028,2025-09-26,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
29,EMP00029,Employee,Name29,emp29@store.com,+91-987000029,2025-11-24,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
30,EMP00030,Employee,Name30,emp30@store.com,+91-987000030,2023-05-09,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
31,EMP00031,Employee,Name31,emp31@store.com,+91-987000031,2025-11-02,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
32,EMP00032,Employee,Name32,emp32@store.com,+91-987000032,2025-01-24,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
33,EMP00033,Employee,Name33,emp33@store.com,+91-987000033,2024-03-01,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
34,EMP00034,Employee,Name34,emp34@store.com,+91-987000034,2024-01-26,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
35,EMP00035,Employee,Name35,emp35@store.com,+91-987000035,2024-01-14,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
36,EMP00036,Employee,Name36,emp36@store.com,+91-987000036,2025-02-18,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
37,EMP00037,Employee,Name37,emp37@store.com,+91-987000037,2024-05-08,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
38,EMP00038,Employee,Name38,emp38@store.com,+91-987000038,2024-11-08,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
39,EMP00039,Employee,Name39,emp39@store.com,+91-987000039,2025-03-09,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
40,EMP00040,Employee,Name40,emp40@store.com,+91-987000040,2024-09-22,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
41,EMP00041,Employee,Name41,emp41@store.com,+91-987000041,2024-11-12,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
42,EMP00042,Employee,Name42,emp42@store.com,+91-987000042,2025-12-17,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
43,EMP00043,Employee,Name43,emp43@store.com,+91-987000043,2024-01-30,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
44,EMP00044,Employee,Name44,emp44@store.com,+91-987000044,2024-06-30,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
45,EMP00045,Employee,Name45,emp45@store.com,+91-987000045,2025-07-12,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
46,EMP00046,Employee,Name46,emp46@store.com,+91-987000046,2025-06-30,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
47,EMP00047,Employee,Name47,emp47@store.com,+91-987000047,2025-03-17,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
48,EMP00048,Employee,Name48,emp48@store.com,+91-987000048,2025-05-07,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
49,EMP00049,Employee,Name49,emp49@store.com,+91-987000049,2025-01-06,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
50,EMP00050,Employee,Name50,emp50@store.com,+91-987000050,2025-12-17,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
51,EMP00051,Employee,Name51,emp51@store.com,+91-987000051,2023-05-17,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
52,EMP00052,Employee,Name52,emp52@store.com,+91-987000052,2025-04-01,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
53,EMP00053,Employee,Name53,emp53@store.com,+91-987000053,2024-01-08,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
54,EMP00054,Employee,Name54,emp54@store.com,+91-987000054,2024-06-12,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
55,EMP00055,Employee,Name55,emp55@store.com,+91-987000055,2025-07-07,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
56,EMP00056,Employee,Name56,emp56@store.com,+91-987000056,2025-09-20,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
57,EMP00057,Employee,Name57,emp57@store.com,+91-987000057,2024-01-09,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
58,EMP00058,Employee,Name58,emp58@store.com,+91-987000058,2024-10-19,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
59,EMP00059,Employee,Name59,emp59@store.com,+91-987000059,2025-03-24,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
60,EMP00060,Employee,Name60,emp60@store.com,+91-987000060,2023-07-04,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
61,EMP00061,Employee,Name61,emp61@store.com,+91-987000061,2025-07-28,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
62,EMP00062,Employee,Name62,emp62@store.com,+91-987000062,2025-07-29,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
63,EMP00063,Employee,Name63,emp63@store.com,+91-987000063,2025-04-26,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
64,EMP00064,Employee,Name64,emp64@store.com,+91-987000064,2025-04-30,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
65,EMP00065,Employee,Name65,emp65@store.com,+91-987000065,2023-04-19,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
66,EMP00066,Employee,Name66,emp66@store.com,+91-987000066,2023-05-12,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
67,EMP00067,Employee,Name67,emp67@store.com,+91-987000067,2025-05-15,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
68,EMP00068,Employee,Name68,emp68@store.com,+91-987000068,2025-06-25,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
69,EMP00069,Employee,Name69,emp69@store.com,+91-987000069,2024-01-17,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
70,EMP00070,Employee,Name70,emp70@store.com,+91-987000070,2025-07-29,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
71,EMP00071,Employee,Name71,emp71@store.com,+91-987000071,2025-11-29,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
72,EMP00072,Employee,Name72,emp72@store.com,+91-987000072,2024-01-03,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
73,EMP00073,Employee,Name73,emp73@store.com,+91-987000073,2023-09-17,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
74,EMP00074,Employee,Name74,emp74@store.com,+91-987000074,2024-08-16,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
75,EMP00075,Employee,Name75,emp75@store.com,+91-987000075,2025-03-26,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
76,EMP00076,Employee,Name76,emp76@store.com,+91-987000076,2025-03-24,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
77,EMP00077,Employee,Name77,emp77@store.com,+91-987000077,2024-08-02,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
78,EMP00078,Employee,Name78,emp78@store.com,+91-987000078,2024-05-25,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
79,EMP00079,Employee,Name79,emp79@store.com,+91-987000079,2026-01-04,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
80,EMP00080,Employee,Name80,emp80@store.com,+91-987000080,2025-11-15,Sales,Sales Associate,,2.00,t,2026-01-12 11:01:00.968426,2026-01-12 11:01:00.968426
